STATUS,DATA,IDADE,GALPAO,LOTE,PROPRIETARIO,PRODUTIVIDADE REAL,PRODUTIVIDADE PADRAO,CONSUMO REAL,CONSUMO PADRAO,VIABILIDADE REAL,VIABILIDADE PADRAO,PESO REAL,PESO PADRAO
ATIVO,17/09/2023,24,02,BR042023,Bruno,67.04%,94.50%,0.091,0.102,96.89%,99.40%,0.000,0.000
ATIVO,16/09/2023,10,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.057,98.95%,98.17%,0.000,0.000
ATIVO,16/09/2023,24,02,BR042023,Bruno,50.32%,94.50%,0.081,0.102,96.89%,99.40%,0.000,0.000
ATIVO,15/09/2023,10,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.057,98.95%,98.17%,0.000,0.000
ATIVO,15/09/2023,24,02,BR042023,Bruno,58.67%,94.50%,0.091,0.102,96.96%,99.40%,1.427,1.550
ATIVO,14/09/2023,10,RECRIA,AL072023,Alex,0.00%,0.00%,0.059,0.057,98.97%,98.17%,0.000,0.000
ATIVO,14/09/2023,23,02,BR042023,Bruno,54.88%,91.10%,0.081,0.100,96.96%,99.50%,0.000,0.000
ATIVO,13/09/2023,10,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.057,99.07%,98.17%,0.000,0.000
ATIVO,13/09/2023,23,02,BR042023,Bruno,49.42%,91.10%,0.091,0.100,96.96%,99.50%,0.000,0.000
ATIVO,12/09/2023,10,RECRIA,AL072023,Alex,0.00%,0.00%,0.059,0.057,99.07%,98.17%,0.000,0.000
ATIVO,12/09/2023,23,02,BR042023,Bruno,51.78%,91.10%,0.091,0.100,96.99%,99.50%,0.000,0.000
ATIVO,11/09/2023,10,RECRIA,AL072023,Alex,0.00%,0.00%,0.069,0.057,99.07%,98.17%,0.718,0.800
ATIVO,11/09/2023,23,02,BR042023,Bruno,48.74%,91.10%,0.081,0.100,97.06%,99.50%,0.000,0.000
ATIVO,10/09/2023,9,RECRIA,AL072023,Alex,0.00%,0.00%,0.059,0.053,99.07%,98.25%,0.000,0.000
ATIVO,10/09/2023,23,02,BR042023,Bruno,48.74%,91.10%,0.081,0.100,97.06%,99.50%,0.000,0.000
ATIVO,09/09/2023,9,RECRIA,AL072023,Alex,0.00%,0.00%,0.059,0.053,99.09%,98.25%,0.000,0.000
ATIVO,09/09/2023,23,02,BR042023,Bruno,34.28%,91.10%,0.081,0.100,97.16%,99.50%,0.000,0.000
ATIVO,08/09/2023,9,RECRIA,AL072023,Alex,0.00%,0.00%,0.059,0.053,99.09%,98.25%,0.000,0.000
ATIVO,08/09/2023,23,02,BR042023,Bruno,45.61%,91.10%,0.081,0.100,97.16%,99.50%,0.000,0.000
ATIVO,07/09/2023,9,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.053,99.09%,98.25%,0.000,0.000
ATIVO,07/09/2023,22,02,BR042023,Bruno,26.82%,82.40%,0.081,0.097,97.23%,99.60%,0.000,0.000
ATIVO,06/09/2023,9,RECRIA,AL072023,Alex,0.00%,0.00%,0.059,0.053,99.09%,98.25%,0.000,0.000
ATIVO,06/09/2023,22,02,BR042023,Bruno,33.67%,82.40%,0.081,0.097,97.25%,99.60%,0.000,0.000
ATIVO,05/09/2023,9,RECRIA,AL072023,Alex,0.00%,0.00%,0.059,0.053,99.12%,98.25%,0.000,0.000
ATIVO,05/09/2023,22,02,BR042023,Bruno,28.83%,82.40%,0.071,0.097,97.25%,99.60%,0.000,0.000
ATIVO,04/09/2023,9,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.053,99.12%,98.25%,0.000,0.000
ATIVO,04/09/2023,22,02,BR042023,Bruno,26.68%,82.40%,0.081,0.097,97.28%,99.60%,0.000,0.000
ATIVO,03/09/2023,8,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.049,99.12%,98.33%,0.000,0.000
ATIVO,03/09/2023,22,02,BR042023,Bruno,26.68%,82.40%,0.071,0.097,97.28%,99.60%,0.000,0.000
ATIVO,02/09/2023,8,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.049,99.12%,98.33%,0.000,0.000
ATIVO,02/09/2023,22,02,BR042023,Bruno,20.52%,82.40%,0.081,0.097,97.33%,99.60%,0.000,0.000
ATIVO,01/09/2023,8,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.049,99.12%,98.33%,0.000,0.000
ATIVO,01/09/2023,22,02,BR042023,Bruno,17.62%,82.40%,0.070,0.097,97.38%,99.60%,0.000,0.000
ATIVO,31/08/2023,8,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.049,99.14%,98.33%,0.000,0.000
ATIVO,31/08/2023,21,02,BR042023,Bruno,17.58%,69.50%,0.080,0.093,97.45%,99.70%,1.400,1.445
ATIVO,30/08/2023,8,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.049,99.14%,98.33%,0.000,0.000
ATIVO,30/08/2023,21,02,BR042023,Bruno,16.11%,69.50%,0.060,0.093,97.52%,99.70%,0.000,0.000
ATIVO,29/08/2023,8,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.049,99.14%,98.33%,0.482,0.621
ATIVO,29/08/2023,21,02,BR042023,Bruno,13.74%,69.50%,0.080,0.093,97.55%,99.70%,0.000,0.000
ATIVO,28/08/2023,8,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.049,99.14%,98.33%,0.000,0.000
ATIVO,28/08/2023,21,02,BR042023,Bruno,11.33%,69.50%,0.070,0.093,97.57%,99.70%,0.000,0.000
ATIVO,27/08/2023,7,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.045,99.14%,98.41%,0.000,0.000
ATIVO,27/08/2023,21,02,BR042023,Bruno,11.33%,69.50%,0.070,0.093,97.57%,99.70%,0.000,0.000
ATIVO,26/08/2023,7,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.045,99.17%,98.41%,0.000,0.000
ATIVO,26/08/2023,21,02,BR042023,Bruno,8.39%,69.50%,0.070,0.093,97.62%,99.70%,0.000,0.000
ATIVO,25/08/2023,7,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.045,99.17%,98.41%,0.000,0.000
ATIVO,25/08/2023,21,02,BR042023,Bruno,8.46%,69.50%,0.050,0.093,97.65%,99.70%,0.000,0.000
ATIVO,24/08/2023,7,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.045,99.17%,98.41%,0.000,0.000
ATIVO,24/08/2023,20,02,BR042023,Bruno,6.95%,45.00%,0.070,0.089,97.70%,99.70%,0.000,0.000
ATIVO,23/08/2023,7,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.045,99.19%,98.41%,0.000,0.000
ATIVO,23/08/2023,20,02,BR042023,Bruno,6.10%,45.00%,0.070,0.089,97.70%,99.70%,0.000,0.000
ATIVO,22/08/2023,7,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.045,99.19%,98.41%,0.410,0.530
ATIVO,22/08/2023,20,02,BR042023,Bruno,4.54%,45.00%,0.050,0.089,97.70%,99.70%,0.000,0.000
ATIVO,21/08/2023,7,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.045,99.19%,98.41%,0.000,0.000
ATIVO,21/08/2023,20,02,BR042023,Bruno,3.66%,45.00%,0.050,0.089,97.70%,99.70%,0.000,0.000
ATIVO,20/08/2023,6,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.041,99.19%,98.49%,0.000,0.000
ATIVO,20/08/2023,20,02,BR042023,Bruno,3.66%,45.00%,0.060,0.089,97.70%,99.70%,0.000,0.000
ATIVO,19/08/2023,6,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.041,99.22%,98.49%,0.000,0.000
ATIVO,19/08/2023,20,02,BR042023,Bruno,2.11%,45.00%,0.080,0.089,97.72%,99.70%,0.000,0.000
ATIVO,18/08/2023,6,RECRIA,AL072023,Alex,0.00%,0.00%,0.040,0.041,99.22%,98.49%,0.000,0.000
ATIVO,18/08/2023,20,02,BR042023,Bruno,1.73%,45.00%,0.070,0.089,97.75%,99.70%,1.295,1.370
ATIVO,17/08/2023,6,RECRIA,AL072023,Alex,0.00%,0.00%,0.049,0.041,99.22%,98.49%,0.000,0.000
ATIVO,17/08/2023,19,02,BR042023,Bruno,1.50%,12.00%,0.080,0.084,97.75%,99.80%,0.000,0.000
ATIVO,16/08/2023,6,RECRIA,AL072023,Alex,0.00%,0.00%,0.000,0.000,99.22%,98.49%,0.000,0.000
ATIVO,16/08/2023,19,02,BR042023,Bruno,1.20%,12.00%,0.040,0.084,97.75%,99.80%,0.000,0.000
ATIVO,15/08/2023,6,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.109,0.041,99.22%,98.49%,0.305,0.430
ATIVO,15/08/2023,19,02,BR042023,Bruno,0.85%,12.00%,0.060,0.084,97.77%,99.80%,0.000,0.000
ATIVO,14/08/2023,6,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.040,0.041,99.22%,98.49%,0.000,0.000
ATIVO,14/08/2023,19,02,BR042023,Bruno,0.55%,12.00%,0.080,0.084,97.77%,99.80%,0.000,0.000
ATIVO,13/08/2023,5,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.030,0.036,99.22%,98.57%,0.000,0.000
ATIVO,13/08/2023,19,02,BR042023,Bruno,0.55%,12.00%,0.070,0.084,97.79%,99.80%,0.000,0.000
ATIVO,12/08/2023,5,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.040,0.036,99.22%,98.57%,0.000,0.000
ATIVO,12/08/2023,19,02,BR042023,Bruno,0.15%,12.00%,0.040,0.084,97.79%,99.80%,0.000,0.000
ATIVO,11/08/2023,5,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.030,0.036,99.22%,98.57%,0.000,0.000
ATIVO,11/08/2023,19,02,BR042023,Bruno,0.13%,12.00%,0.060,0.084,97.79%,99.80%,0.000,0.000
ATIVO,10/08/2023,5,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.030,0.036,99.41%,98.57%,0.000,0.000
ATIVO,10/08/2023,18,02,BR042023,Bruno,0.08%,5.00%,0.060,0.078,97.82%,99.90%,0.000,0.000
ATIVO,09/08/2023,5,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.020,0.036,99.44%,98.57%,0.000,0.000
ATIVO,09/08/2023,18,02,BR042023,Bruno,0.08%,5.00%,0.070,0.078,97.82%,99.90%,0.000,0.000
ATIVO,08/08/2023,5,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.030,0.036,99.44%,98.57%,0.000,0.000
ATIVO,08/08/2023,18,02,BR042023,Bruno,0.05%,5.00%,0.070,0.078,97.84%,99.90%,0.000,0.000
ATIVO,07/08/2023,5,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.039,0.036,99.44%,98.57%,0.000,0.000
ATIVO,07/08/2023,18,02,BR042023,Bruno,0.03%,5.00%,0.060,0.078,97.84%,99.90%,0.000,0.000
ATIVO,06/08/2023,4,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.030,0.031,99.44%,98.65%,0.000,0.000
ATIVO,06/08/2023,18,02,BR042023,Bruno,0.00%,0.00%,0.060,0.078,97.84%,99.90%,0.000,0.000
ATIVO,05/08/2023,4,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.030,0.031,99.44%,98.65%,0.000,0.000
ATIVO,05/08/2023,18,02,BR042023,Bruno,0.00%,0.00%,0.060,0.078,97.84%,99.90%,0.000,0.000
ATIVO,04/08/2023,4,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.020,0.031,99.46%,98.65%,0.000,0.000
ATIVO,04/08/2023,18,02,BR042023,Bruno,0.00%,0.00%,0.080,0.078,97.84%,99.90%,1.209,1.250
ATIVO,03/08/2023,4,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.030,0.031,99.46%,98.65%,0.000,0.000
ATIVO,03/08/2023,17,02,BR042023,Bruno,0.00%,0.00%,0.060,0.073,97.84%,97.61%,0.000,0.000
ATIVO,02/08/2023,4,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.020,0.031,99.46%,98.65%,0.185,0.240
ATIVO,02/08/2023,17,02,BR042023,Bruno,0.00%,0.00%,0.080,0.073,97.87%,97.61%,0.000,0.000
ATIVO,01/08/2023,4,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.020,0.031,99.46%,98.65%,0.000,0.000
ATIVO,01/08/2023,17,02,BR042023,Bruno,0.00%,0.00%,0.060,0.073,97.87%,97.61%,0.000,0.000
ATIVO,31/07/2023,4,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.031,99.46%,98.65%,0.000,0.000
ATIVO,31/07/2023,17,02,BR042023,Bruno,0.00%,0.00%,0.060,0.073,97.87%,97.61%,0.000,0.000
ATIVO,30/07/2023,3,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.024,99.46%,98.85%,0.000,0.000
ATIVO,30/07/2023,17,02,BR042023,Bruno,0.00%,0.00%,0.060,0.073,97.89%,97.61%,0.000,0.000
ATIVO,29/07/2023,3,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.049,0.024,99.46%,98.85%,0.000,0.000
ATIVO,29/07/2023,17,02,BR042023,Bruno,0.00%,0.00%,0.060,0.073,97.89%,97.61%,0.000,0.000
ATIVO,28/07/2023,3,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.024,99.46%,98.85%,0.000,0.000
ATIVO,28/07/2023,17,02,BR042023,Bruno,0.00%,0.00%,0.070,0.073,97.89%,97.61%,0.000,0.000
ATIVO,27/07/2023,3,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.020,0.024,99.46%,98.85%,0.000,0.000
ATIVO,27/07/2023,16,02,BR042023,Bruno,0.00%,0.00%,0.070,0.068,97.89%,97.69%,0.000,0.000
ATIVO,26/07/2023,3,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.000,0.000,99.46%,98.85%,0.000,0.000
ATIVO,26/07/2023,16,02,BR042023,Bruno,0.00%,0.00%,0.060,0.068,97.89%,97.69%,0.000,0.000
ATIVO,25/07/2023,3,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.024,99.46%,98.85%,0.000,0.000
ATIVO,25/07/2023,16,02,BR042023,Bruno,0.00%,0.00%,0.080,0.068,97.89%,97.69%,0.000,0.000
ATIVO,24/07/2023,3,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.020,0.024,99.46%,98.85%,0.000,0.000
ATIVO,24/07/2023,16,02,BR042023,Bruno,0.00%,0.00%,0.090,0.068,97.89%,97.69%,0.000,0.000
ATIVO,23/07/2023,2,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.020,0.016,99.51%,99.10%,0.000,0.000
ATIVO,23/07/2023,16,02,BR042023,Bruno,0.00%,0.00%,0.060,0.068,97.92%,97.69%,0.000,0.000
ATIVO,22/07/2023,2,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.016,99.51%,99.10%,0.000,0.000
ATIVO,22/07/2023,16,02,BR042023,Bruno,0.00%,0.00%,0.050,0.068,97.92%,97.69%,0.000,0.000
ATIVO,21/07/2023,2,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.000,0.000,99.68%,99.10%,0.000,0.000
ATIVO,21/07/2023,16,02,BR042023,Bruno,0.00%,0.00%,0.060,0.068,98.36%,97.69%,0.000,0.000
ATIVO,20/07/2023,2,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.059,0.016,99.73%,99.10%,0.000,0.000
ATIVO,20/07/2023,15,02,BR042023,Bruno,0.00%,0.00%,0.050,0.065,98.36%,97.77%,0.000,0.000
ATIVO,19/07/2023,2,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.016,99.85%,99.10%,0.000,0.000
ATIVO,19/07/2023,15,02,BR042023,Bruno,0.00%,0.00%,0.040,0.065,98.36%,97.77%,0.000,0.000
ATIVO,18/07/2023,2,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.016,99.85%,99.10%,0.065,0.115
ATIVO,18/07/2023,15,02,BR042023,Bruno,0.00%,0.00%,0.070,0.065,98.38%,97.77%,0.000,0.000
ATIVO,17/07/2023,2,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.016,99.88%,99.10%,0.000,0.000
ATIVO,17/07/2023,15,02,BR042023,Bruno,0.00%,0.00%,0.050,0.065,98.38%,97.77%,0.000,0.000
ATIVO,16/07/2023,1,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.010,0.010,99.88%,99.40%,0.000,0.000
ATIVO,16/07/2023,15,02,BR042023,Bruno,0.00%,0.00%,0.040,0.065,98.38%,97.77%,0.000,0.000
ATIVO,15/07/2023,1,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.000,0.000,99.88%,99.40%,0.000,0.000
ATIVO,15/07/2023,15,02,BR042023,Bruno,0.00%,0.00%,0.070,0.065,98.38%,97.77%,1.025,1.095
ATIVO,14/07/2023,1,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.000,0.000,99.90%,99.40%,0.000,0.000
ATIVO,14/07/2023,15,02,BR042023,Bruno,0.00%,0.00%,0.060,0.065,98.38%,97.77%,0.000,0.000
ATIVO,13/07/2023,1,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.000,0.000,99.93%,99.40%,0.000,0.000
ATIVO,13/07/2023,14,02,BR042023,Bruno,0.00%,0.00%,0.000,0.000,98.38%,97.85%,0.000,0.000
ATIVO,12/07/2023,1,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.000,0.000,100.00%,99.40%,0.000,0.000
ATIVO,12/07/2023,14,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.062,98.38%,97.85%,0.000,0.000
ATIVO,11/07/2023,1,PINTEIRO,AL072023,Alex,0.00%,0.00%,0.039,0.010,100.00%,99.40%,0.000,0.000
ATIVO,11/07/2023,14,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.062,98.41%,97.85%,0.000,0.000
ATIVO,10/07/2023,14,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.062,98.41%,97.85%,0.000,0.000
ATIVO,09/07/2023,14,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.062,98.41%,97.85%,0.000,0.000
ATIVO,08/07/2023,14,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.062,98.43%,97.85%,0.000,0.000
ATIVO,07/07/2023,14,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.062,98.43%,97.85%,0.952,1.030
ATIVO,06/07/2023,13,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.059,98.60%,97.93%,0.000,0.000
ATIVO,05/07/2023,13,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.059,98.60%,97.93%,0.000,0.000
ATIVO,04/07/2023,13,RECRIA,BR042023,Bruno,0.00%,0.00%,0.070,0.059,98.60%,97.93%,0.000,0.000
ATIVO,03/07/2023,13,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.059,98.60%,97.93%,0.000,0.000
ATIVO,02/07/2023,13,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.059,98.60%,97.93%,0.000,0.000
ATIVO,01/07/2023,13,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.059,98.60%,97.93%,0.000,0.000
ATIVO,30/06/2023,13,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.059,98.60%,97.93%,0.000,0.000
ATIVO,29/06/2023,12,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.056,98.60%,98.01%,0.000,0.000
ATIVO,28/06/2023,12,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.056,98.60%,98.01%,0.000,0.000
ATIVO,27/06/2023,12,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.056,98.60%,98.01%,0.000,0.000
ATIVO,26/06/2023,12,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.056,98.63%,98.01%,0.000,0.000
ATIVO,25/06/2023,12,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.056,98.65%,98.01%,0.000,0.000
ATIVO,24/06/2023,12,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.056,98.65%,98.01%,0.000,0.000
ATIVO,23/06/2023,12,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.056,98.65%,98.01%,0.000,0.000
ATIVO,22/06/2023,11,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.053,98.65%,98.09%,0.000,0.000
ATIVO,21/06/2023,11,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.053,98.65%,98.09%,0.780,0.815
ATIVO,20/06/2023,11,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.053,98.65%,98.09%,0.000,0.000
ATIVO,19/06/2023,11,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.053,98.65%,98.09%,0.000,0.000
ATIVO,18/06/2023,11,RECRIA,BR042023,Bruno,0.00%,0.00%,0.020,0.053,98.65%,98.09%,0.000,0.000
ATIVO,17/06/2023,11,RECRIA,BR042023,Bruno,0.00%,0.00%,0.030,0.053,98.65%,98.09%,0.000,0.000
ATIVO,16/06/2023,11,RECRIA,BR042023,Bruno,0.00%,0.00%,0.040,0.053,98.65%,98.09%,0.000,0.000
ATIVO,15/06/2023,10,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.050,98.65%,98.17%,0.000,0.000
ATIVO,14/06/2023,10,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.050,98.70%,98.17%,0.000,0.000
ATIVO,13/06/2023,10,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.050,98.70%,98.17%,0.000,0.000
ATIVO,12/06/2023,10,RECRIA,BR042023,Bruno,0.00%,0.00%,0.079,0.050,98.70%,98.17%,0.000,0.000
ATIVO,11/06/2023,10,RECRIA,BR042023,Bruno,0.00%,0.00%,0.030,0.050,98.73%,98.17%,0.000,0.000
ATIVO,10/06/2023,10,RECRIA,BR042023,Bruno,0.00%,0.00%,0.030,0.050,98.73%,98.17%,0.000,0.000
ATIVO,09/06/2023,10,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.050,98.73%,98.17%,0.000,0.000
ATIVO,08/06/2023,9,RECRIA,BR042023,Bruno,0.00%,0.00%,0.040,0.047,98.73%,98.25%,0.594,0.661
ATIVO,07/06/2023,9,RECRIA,BR042023,Bruno,0.00%,0.00%,0.030,0.047,98.73%,98.25%,0.000,0.000
ATIVO,06/06/2023,9,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.047,98.73%,98.25%,0.000,0.000
ATIVO,05/06/2023,9,RECRIA,BR042023,Bruno,0.00%,0.00%,0.089,0.047,98.73%,98.25%,0.000,0.000
ATIVO,04/06/2023,9,RECRIA,BR042023,Bruno,0.00%,0.00%,0.020,0.047,98.73%,98.25%,0.000,0.000
ATIVO,03/06/2023,9,RECRIA,BR042023,Bruno,0.00%,0.00%,0.020,0.047,98.73%,98.25%,0.000,0.000
ATIVO,02/06/2023,9,RECRIA,BR042023,Bruno,0.00%,0.00%,0.040,0.047,98.73%,98.25%,0.000,0.000
ATIVO,01/06/2023,8,RECRIA,BR042023,Bruno,0.00%,0.00%,0.040,0.044,98.73%,98.33%,0.000,0.000
ATIVO,31/05/2023,8,RECRIA,BR042023,Bruno,0.00%,0.00%,0.040,0.044,98.73%,98.33%,0.000,0.000
ATIVO,30/05/2023,8,RECRIA,BR042023,Bruno,0.00%,0.00%,0.050,0.044,98.73%,98.33%,0.000,0.000
ATIVO,29/05/2023,8,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.044,98.73%,98.33%,0.000,0.000
ATIVO,28/05/2023,8,RECRIA,BR042023,Bruno,0.00%,0.00%,0.020,0.044,98.73%,98.33%,0.000,0.000
ATIVO,27/05/2023,8,RECRIA,BR042023,Bruno,0.00%,0.00%,0.020,0.044,98.73%,98.33%,0.000,0.000
ATIVO,26/05/2023,8,RECRIA,BR042023,Bruno,0.00%,0.00%,0.020,0.044,98.73%,98.33%,0.000,0.000
ATIVO,25/05/2023,7,RECRIA,BR042023,Bruno,0.00%,0.00%,0.030,0.040,98.75%,98.41%,0.410,0.501
ATIVO,24/05/2023,7,RECRIA,BR042023,Bruno,0.00%,0.00%,0.069,0.040,98.75%,98.41%,0.000,0.000
ATIVO,23/05/2023,7,RECRIA,BR042023,Bruno,0.00%,0.00%,0.000,0.000,98.75%,98.41%,0.000,0.000
ATIVO,22/05/2023,7,RECRIA,BR042023,Bruno,0.00%,0.00%,0.060,0.040,98.77%,98.41%,0.000,0.000
ATIVO,21/05/2023,7,RECRIA,BR042023,Bruno,0.00%,0.00%,0.020,0.040,98.77%,98.41%,0.000,0.000
ATIVO,20/05/2023,7,RECRIA,BR042023,Bruno,0.00%,0.00%,0.020,0.040,98.77%,98.41%,0.000,0.000
ATIVO,19/05/2023,7,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.000,0.000,0.00%,0.00%,0.000,0.000
ATIVO,19/05/2023,7,RECRIA,BR042023,Bruno,0.00%,0.00%,0.030,0.040,98.80%,98.41%,0.000,0.000
ATIVO,18/05/2023,6,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.010,0.035,98.95%,98.49%,0.000,0.000
ATIVO,17/05/2023,6,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.030,0.035,98.95%,98.49%,0.000,0.000
ATIVO,16/05/2023,6,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.040,0.035,98.95%,98.49%,0.348,0.421
ATIVO,15/05/2023,6,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.020,0.035,98.95%,98.49%,0.000,0.000
ATIVO,14/05/2023,6,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.020,0.035,98.95%,98.49%,0.000,0.000
ATIVO,13/05/2023,6,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.020,0.035,98.95%,98.49%,0.000,0.000
ATIVO,12/05/2023,6,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.030,0.035,98.95%,98.49%,0.000,0.000
ATIVO,11/05/2023,5,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.030,0.030,98.95%,98.57%,0.000,0.000
ATIVO,10/05/2023,5,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.030,0.030,98.95%,98.57%,0.000,0.000
ATIVO,09/05/2023,5,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.030,0.030,98.95%,98.57%,0.266,0.341
ATIVO,08/05/2023,5,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.020,0.030,99.00%,98.57%,0.000,0.000
ATIVO,07/05/2023,5,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.010,0.030,99.02%,98.57%,0.000,0.000
ATIVO,06/05/2023,5,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.010,0.030,99.02%,98.57%,0.000,0.000
ATIVO,05/05/2023,5,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.040,0.030,99.02%,98.57%,0.000,0.000
ATIVO,04/05/2023,4,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.030,0.025,99.02%,98.65%,0.000,0.000
ATIVO,03/05/2023,4,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.010,0.025,99.02%,98.65%,0.000,0.000
ATIVO,02/05/2023,4,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.010,0.025,99.02%,98.65%,0.175,0.265
ATIVO,01/05/2023,4,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.040,0.025,99.02%,98.65%,0.000,0.000
ATIVO,30/04/2023,4,PINTEIRO,BR042023,Bruno,0.00%,0.00%,0.020,0.025,99.02%,98.65%,0.000,0.000
